tau,SCS,OSQP,COSMO
111.1849604819271,1.0,0.997,0.0
112.21477682079802,1.0,0.997,0.0
113.25413151528114,1.0,0.997,0.0
114.30311291144787,1.0,0.997,0.0
115.36181017364785,1.0,0.998,0.0
116.43031329208767,1.0,0.998,0.0
117.50871309048075,1.0,0.998,0.0
118.59710123376694,1.0,0.998,0.0
119.69557023590428,1.0,0.998,0.0
120.8042134677329,1.0,0.998,0.0
121.92312516491107,1.0,0.998,0.0
123.05240043592616,1.0,0.998,0.0
124.19213527017834,1.0,0.998,0.0
125.34242654613995,1.0,0.998,0.0
126.50337203959037,1.0,0.998,0.0
127.67507043192657,1.0,0.998,0.0
128.8576213185518,1.0,0.998,0.0
130.05112521734085,1.0,0.998,0.0
131.25568357718427,1.0,0.998,0.0
132.47139878661176,1.0,0.998,0.0
133.69837418249466,1.0,0.998,0.0
134.93671405883066,1.0,0.998,0.0
136.18652367560813,1.0,0.998,0.0
137.44790926775366,1.0,0.998,0.0
138.7209780541621,1.0,0.998,0.0
140.00583824680976,1.0,0.998,0.0
141.30259905995337,1.0,0.998,0.0
142.61137071941283,1.0,0.998,0.0
143.93226447194064,1.0,0.998,0.0
145.26539259467813,1.0,0.998,0.0
146.61086840469844,1.0,0.998,0.0
147.96880626863964,1.0,0.998,0.0
149.33932161242518,1.0,0.998,0.0
150.72253093107557,1.0,0.998,0.0
152.1185517986105,1.0,0.998,0.0
153.52750287804227,1.0,0.998,0.0
154.94950393146317,1.0,0.998,0.0
156.3846758302246,1.0,0.998,0.0
157.8331405652118,1.0,0.998,0.0
159.29502125721228,1.0,0.998,0.0
160.77044216738236,1.0,0.998,0.0
162.25952870780873,1.0,0.998,0.0
163.76240745216873,1.0,0.998,0.0
165.27920614648954,1.0,0.998,0.0
166.81005372000593,1.0,0.998,0.0
168.35508029612024,1.0,0.998,0.0
169.9144172034626,1.0,0.998,0.0
171.48819698705393,1.0,0.998,0.0
173.07655341957258,1.0,0.998,0.0
174.67962151272457,1.0,0.998,0.0
176.29753752872057,1.0,0.999,0.0
177.93043899185773,1.0,0.999,0.0
179.5784647002095,1.0,0.999,0.0
181.24175473742378,1.0,0.999,0.0
182.92045048462938,1.0,0.999,0.0
184.61469463245476,1.0,0.999,0.0
186.324631193156,1.0,0.999,0.0
188.05040551285816,1.0,0.999,0.001
189.79216428391015,1.0,0.999,0.001
191.55005555735278,1.0,0.999,0.001
193.32422875550452,1.0,0.999,0.001
195.11483468466164,1.0,0.999,0.001
196.92202554791714,1.0,0.999,0.001
198.74595495809837,1.0,0.999,0.001
200.5867779508234,1.0,0.999,0.001
202.44465099768038,1.0,0.999,0.001
204.31973201952704,1.0,0.999,0.001
206.21218039991425,1.0,0.999,0.001
208.12215699863393,1.0,0.999,0.001
210.04982416539153,1.0,0.999,0.001
211.9953457536071,1.0,0.999,0.001
213.95888713434215,1.0,0.999,0.001
215.94061521035653,1.0,0.999,0.001
217.94069843029558,1.0,0.999,0.001
219.95930680300748,1.0,0.999,0.001
221.99661191199547,1.0,0.999,0.001
224.05278693000182,1.0,0.999,0.001
226.12800663372772,1.0,0.999,0.001
228.22244741868985,1.0,0.999,0.001
230.33628731421314,1.0,0.999,0.001
232.4697059985648,1.0,0.999,0.001
234.62288481422624,1.0,0.999,0.001
236.79600678330763,1.0,0.999,0.001
238.98925662310504,1.0,0.999,0.001
241.2028207618007,1.0,0.999,0.001
243.43688735431104,1.0,0.999,0.001
245.691646298279,1.0,0.999,0.001
247.96728925021577,1.0,0.999,0.001
250.26400964179192,1.0,0.999,0.001
252.58200269627847,1.0,0.999,0.001
254.9214654451423,1.0,0.999,0.001
257.28259674479324,1.0,0.999,0.001
259.665597293487,1.0,0.999,0.001
262.07066964838526,1.0,0.999,0.001
264.498018242772,1.0,0.999,0.001
266.9478494034321,1.0,0.999,0.001
269.4203713681882,1.0,0.999,0.001
271.9157943036019,1.0,0.999,0.001
274.43433032283656,1.0,0.999,0.001
276.9761935036891,1.0,0.999,0.001
279.5415999067856,1.0,0.999,0.001
282.1307675939471,1.0,0.999,0.001
284.74391664672476,1.0,0.999,0.001
287.38126918510665,1.0,0.999,0.001
290.04304938639916,1.0,0.999,0.001
292.7294835042816,1.0,0.999,0.001
295.440799888038,1.0,0.999,0.001
298.17722900196736,1.0,0.999,0.001
300.9390034449721,1.0,0.999,0.001
303.72635797033115,1.0,0.999,0.001
306.5395295056527,1.0,0.999,0.001
309.3787571730137,1.0,0.999,0.001
312.2442823092858,1.0,0.999,0.001
315.13634848664793,1.0,0.999,0.001
318.05520153329195,1.0,0.999,0.001
321.00108955431716,1.0,0.999,0.001
323.9742629528196,1.0,0.999,0.001
326.9749744511768,1.0,0.999,0.001
330.0034791125285,1.0,0.999,0.001
333.06003436245885,1.0,0.999,0.001
336.1449000108765,1.0,0.999,0.001
339.2583382740992,1.0,0.999,0.001
342.40061379714257,1.0,0.999,0.001
345.57199367621394,1.0,0.999,0.001
348.77274748141775,1.0,0.999,0.001
352.00314727966787,1.0,0.999,0.001
355.2634676578139,1.0,0.999,0.001
358.5539857459817,1.0,0.999,0.002
361.874981241128,1.0,0.999,0.002
365.22673643081754,1.0,0.999,0.002
368.6095362172158,1.0,0.999,0.002
372.0236681413066,1.0,0.999,0.002
375.4694224073337,1.0,0.999,0.002
378.94709190746676,1.0,0.999,0.002
382.45697224669993,1.0,0.999,0.002
385.9993617679767,1.0,0.999,0.002
389.5745615775501,1.0,0.999,0.002
393.18287557057704,1.0,0.999,0.002
396.82461045694816,1.0,0.999,0.002
400.5000757873611,1.0,0.999,0.002
404.20958397963057,1.0,0.999,0.002
407.9534503452449,1.0,0.999,0.002
411.7319931161679,1.0,0.999,0.002
415.54553347188755,1.0,0.999,0.002
419.39439556671863,1.0,0.999,0.002
423.27890655735484,1.0,0.999,0.002
427.19939663067765,1.0,0.999,0.002
431.15619903182284,1.0,0.999,0.002
435.149650092505,1.0,0.999,0.002
439.1800892596086,1.0,0.999,0.002
443.2478591240396,1.0,0.999,0.002
447.3533054498463,1.0,0.999,0.002
451.4967772036102,1.0,0.999,0.002
455.6786265841064,1.0,0.999,0.002
459.8992090522438,1.0,0.999,0.002
464.15888336127773,1.0,0.999,0.002
468.4580115873045,1.0,0.999,0.002
472.7969591600391,1.0,0.999,0.002
477.17609489387456,1.0,0.999,0.002
481.5957910192351,1.0,0.999,0.002
486.0564232142134,1.0,0.999,0.002
490.55837063650455,1.0,0.999,0.002
495.1020159556351,1.0,0.999,0.002
499.68774538548837,1.0,0.999,0.002
504.3159487171359,1.0,0.999,0.002
508.98701935196794,1.0,0.999,0.002
513.7013543351344,1.0,0.999,0.002
518.4593543892913,1.0,0.999,0.002
523.2614239486662,1.0,0.999,0.002
528.1079711934331,1.0,0.999,0.002
532.9994080844087,1.0,0.999,0.002
537.9361503980704,1.0,0.999,0.002
542.9186177618943,1.0,0.999,0.002
547.9472336900287,1.0,0.999,0.002
553.0224256192901,1.0,0.999,0.002
558.144624945496,1.0,0.999,0.002
563.3142670601358,1.0,0.999,0.002
568.5317913873754,1.0,0.999,0.002
573.7976414214133,1.0,0.999,0.002
579.1122647641758,1.0,0.999,0.002
584.4761131633632,1.0,0.999,0.002
589.8896425508499,1.0,0.999,0.002
595.353313081437,1.0,0.999,0.002
600.8675891719687,1.0,0.999,0.002
606.4329395408062,1.0,0.999,0.002
612.0498372476696,1.0,0.999,0.002
617.7187597338494,1.0,0.999,0.002
623.4401888627864,1.0,0.999,0.002
629.2146109610344,1.0,0.999,0.002
635.0425168595962,1.0,0.999,0.002
640.924401935645,1.0,0.999,0.002
646.8607661546328,1.0,0.999,0.002
652.8521141127848,1.0,0.999,0.002
658.898955079995,1.0,0.999,0.002
665.0018030431119,1.0,0.999,0.002
671.161176749628,1.0,0.999,0.002
677.3775997517752,1.0,0.999,0.002
683.6516004510238,1.0,0.999,0.002
689.9837121430019,1.0,0.999,0.002
696.3744730628222,1.0,0.999,0.002
702.8244264308346,1.0,0.999,0.002
709.3341204987997,1.0,0.999,0.002
715.9041085964889,1.0,0.999,0.002
722.5349491787214,1.0,0.999,0.002
729.2272058728313,1.0,0.999,0.002
735.9814475265764,1.0,0.999,0.002
742.7982482564919,1.0,0.999,0.002
749.6781874966877,1.0,0.999,0.002
756.6218500481056,1.0,0.999,0.002
763.6298261282242,1.0,0.999,0.002
770.7027114212295,1.0,0.999,0.002
777.841107128649,1.0,0.999,0.002
785.0456200204509,1.0,0.999,0.002
792.3168624866254,1.0,0.999,0.002
799.6554525892346,1.0,0.999,0.002
807.0620141149499,1.0,0.999,0.002
814.5371766280746,1.0,0.999,0.002
822.0815755240541,1.0,0.999,0.002
829.6958520834906,1.0,0.999,0.002
837.380653526649,1.0,0.999,0.002
845.1366330684713,1.0,0.999,0.002
852.9644499741025,1.0,0.999,0.002
860.8647696149245,1.0,0.999,0.002
868.8382635251185,1.0,0.999,0.002
876.8856094587427,1.0,0.999,0.002
885.0074914473439,1.0,0.999,0.002
893.2045998580968,1.0,0.999,0.002
901.4776314524918,1.0,0.999,0.002
909.8272894455558,1.0,0.999,0.002
918.2542835656282,1.0,0.999,0.002
926.7593301146883,1.0,0.999,0.002
935.3431520292387,1.0,0.999,0.002
944.0064789417603,1.0,0.999,0.002
952.750047242729,1.0,0.999,0.002
961.5746001432095,1.0,0.999,0.002
970.4808877380307,1.0,0.999,0.002
979.4696670695396,1.0,0.999,0.002
988.5417021919574,1.0,0.999,0.002
997.6977642363202,1.0,0.999,0.002
1006.9386314760271,1.0,0.999,0.002
1016.2650893929952,1.0,0.999,0.002
1025.677930744422,1.0,0.999,0.002
1035.1779556301763,1.0,0.999,0.002
1044.7659715608042,1.0,0.999,0.002
1054.4427935261685,1.0,0.999,0.002
1064.2092440647245,1.0,0.999,0.002
1074.0661533334335,1.0,0.999,0.002
1084.014359178331,1.0,0.999,0.002
1094.0547072057425,1.0,0.999,0.002
1104.18805085416,1.0,0.999,0.002
1114.415251466788,1.0,0.999,0.002
1124.737178364752,1.0,0.999,0.002
1135.154708920999,1.0,0.999,0.002
1145.6687286348715,1.0,0.999,0.002
1156.2801312073755,1.0,0.999,0.002
1166.9898186171474,1.0,0.999,0.002
1177.7987011971193,1.0,0.999,0.002
1188.7076977119034,1.0,0.999,0.002
1199.7177354358844,1.0,0.999,0.002
1210.8297502320395,1.0,0.999,0.002
1222.0446866314887,1.0,0.999,0.002
1233.363497913776,1.0,0.999,0.002
1244.787146187906,1.0,0.999,0.002
1256.3166024741201,1.0,0.999,0.002
1267.9528467864338,1.0,0.999,0.002
1279.6968682159415,1.0,0.999,0.002
1291.549665014884,1.0,0.999,0.002
1303.512244681509,1.0,0.999,0.002
1315.5856240457038,1.0,0.999,0.002
1327.770829355429,1.0,0.999,0.002
1340.0688963639507,1.0,0.999,0.002
1352.4808704178754,1.0,0.999,0.002
1365.0078065460139,1.0,0.999,0.003
1377.6507695490536,1.0,0.999,0.003
1390.4108340900696,1.0,0.999,0.003
1403.2890847858732,1.0,0.999,0.003
1416.2866162991988,1.0,0.999,0.003
1429.4045334317611,1.0,0.999,0.003
1442.6439512181573,1.0,0.999,0.003
1456.0059950206485,1.0,0.999,0.003
1469.4918006248172,1.0,0.999,0.003
1483.1025143361044,1.0,0.999,0.003
1496.8392930772557,1.0,0.999,0.003
1510.7033044866541,1.0,0.999,0.003
1524.695727017573,1.0,0.999,0.003
1538.8177500383463,1.0,0.999,0.003
1553.07057393346,1.0,0.999,0.003
1567.455410205595,1.0,0.999,0.003
1581.9734815785998,1.0,0.999,0.003
1596.6260221014252,1.0,0.999,0.003
1611.41427725302,1.0,0.999,0.003
1626.3395040481923,1.0,0.999,0.003
1641.4029711444664,1.0,0.999,0.003
1656.6059589499134,1.0,0.999,0.003
1671.94975973199,1.0,0.999,0.003
1687.4356777273756,1.0,0.999,0.003
1703.0650292528444,1.0,0.999,0.003
1718.8391428171456,1.0,0.999,0.003
1734.7593592339308,1.0,0.999,0.003
1750.827031735725,1.0,0.999,0.003
1767.0435260889467,1.0,0.999,0.003
1783.4102207100082,1.0,0.999,0.003
1799.9285067824765,1.0,0.999,0.003
1816.5997883753266,1.0,0.999,0.003
1833.4254825622907,1.0,0.999,0.003
1850.4070195423021,1.0,0.999,0.003
1867.545842761076,1.0,0.999,0.003
1884.8434090337953,1.0,0.999,0.003
1902.301188668944,1.0,0.999,0.003
1919.9206655932849,1.0,0.999,0.003
1937.703337477989,1.0,0.999,0.003
1955.650715865949,1.0,0.999,0.003
1973.7643263002553,1.0,0.999,0.003
1992.0457084538693,1.0,0.999,0.003
2010.496416260499,1.0,0.999,0.003
2029.1180180466781,1.0,0.999,0.003
2047.9120966650855,1.0,0.999,0.003
2066.880249629082,1.0,0.999,0.003
2086.0240892485026,1.0,0.999,0.003
2105.345242766706,1.0,0.999,0.003
2124.8453524988827,1.0,0.999,0.003
2144.5260759716675,1.0,0.999,0.003
2164.3890860640204,1.0,0.999,0.003
2184.436071149426,1.0,0.999,0.003
2204.6687352394097,1.0,0.999,0.003
2225.0887981283695,1.0,0.999,0.003
2245.697995539774,1.0,0.999,0.003
2266.498079273693,1.0,0.999,0.003
2287.490817355702,1.0,0.999,0.003
2308.6779941871696,1.0,0.999,0.003
2330.0614106969247,1.0,0.999,0.003
2351.6428844943484,1.0,0.999,0.003
2373.424250023866,1.0,0.999,0.004
2395.407358720877,1.0,0.999,0.004
2417.594079169131,1.0,0.999,0.004
2439.98629725955,1.0,0.999,0.004
2462.5859163505465,1.0,0.999,0.004
2485.3948574297983,1.0,0.999,0.004
2508.4150592775386,1.0,0.999,0.004
2531.6484786313554,1.0,0.999,0.004
2555.097090352507,1.0,0.999,0.004
2578.7628875938008,1.0,0.999,0.004
2602.6478819690046,1.0,0.999,0.004
2626.7541037238357,1.0,0.999,0.004
2651.083601908539,1.0,0.999,0.004
2675.6384445520453,1.0,0.999,0.004
2700.4207188377727,1.0,0.999,0.004
2725.432531281028,1.0,0.999,0.004
2750.6760079080645,1.0,0.999,0.004
2776.153294436801,1.0,0.999,0.004
2801.866556459195,1.0,0.999,0.004
2827.817979625341,1.0,0.999,0.004
2854.0097698292375,1.0,0.999,0.004
2880.4441533962977,1.0,0.999,0.004
2907.123377272578,1.0,0.999,0.004
2934.049709215787,1.0,0.999,0.004
2961.2254379880346,1.0,0.999,0.004
2988.6528735503825,1.0,0.999,0.004
3016.3343472591973,1.0,0.999,0.004
3044.272212064303,1.0,0.999,0.004
3072.4688427090036,1.0,0.999,0.004
3100.9266359319267,1.0,0.999,0.004
3129.6480106707504,1.0,0.999,0.004
3158.635408267819,1.0,0.999,0.004
3187.8912926776457,1.0,0.999,0.004
3217.4181506763716,1.0,0.999,0.004
3247.218492073129,1.0,0.999,0.005
3277.294849923382,1.0,0.999,0.005
3307.6497807442424,1.0,0.999,0.005
3338.285864731761,1.0,0.999,0.005
3369.2057059802673,1.0,0.999,0.005
3400.411932703706,1.0,0.999,0.005
3431.9071974590424,1.0,0.999,0.005
3463.6941773717344,1.0,0.999,0.005
3495.775574363275,1.0,0.999,0.005
3528.154115380883,1.0,0.999,0.005
3560.832552629278,1.0,0.999,0.005
3593.813663804626,1.0,0.999,0.005
3627.1002523306483,1.0,0.999,0.005
3660.695147596902,1.0,0.999,0.005
3694.6012051993025,1.0,0.999,0.005
3728.8213071828336,1.0,0.999,0.005
3763.3583622865326,1.0,0.999,0.005
3798.215306190736,1.0,0.999,0.005
3833.3951017666013,1.0,0.999,0.005
3868.9007393279753,1.0,0.999,0.005
3904.73523688556,1.0,0.999,0.005
3940.901640403448,1.0,0.999,0.006
3977.403024058037,1.0,0.999,0.006
4014.242490499322,1.0,0.999,0.006
4051.423171114647,1.0,0.999,0.006
4088.9482262948604,1.0,0.999,0.006
4126.820845702951,1.0,0.999,0.006
4165.044248545185,1.0,0.999,0.006
4203.6216838447135,1.0,0.999,0.006
4242.556430717777,1.0,0.999,0.006
4281.851798652411,1.0,0.999,0.006
4321.511127789762,1.0,0.999,0.006
4361.537789208006,1.0,0.999,0.006
4401.935185208875,1.0,0.999,0.006
4442.706749606883,1.0,0.999,0.007
4483.855948021186,1.0,0.999,0.007
4525.386278170166,1.0,0.999,0.008
4567.301270168747,1.0,0.999,0.008
4609.604486828433,1.0,0.999,0.009
4652.29952396019,1.0,0.999,0.009
4695.390010680058,1.0,0.999,0.009
4738.879609717651,1.0,0.999,0.009
4782.772017727485,1.0,0.999,0.01
4827.070965603183,1.0,0.999,0.01
4871.780218794631,1.0,0.999,0.011
4916.903577628026,1.0,0.999,0.011
4962.444877628914,1.0,0.999,0.011
5008.407989848212,1.0,0.999,0.012
5054.79682119124,1.0,0.999,0.012
5101.6153147498335,1.0,0.999,0.012
5148.867450137493,1.0,0.999,0.013
5196.557243827658,1.0,0.999,0.013
5244.688749495119,1.0,0.999,0.013
5293.266058360561,1.0,0.999,0.013
5342.293299538353,1.0,0.999,0.013
5391.7746403875,1.0,0.999,0.015
5441.714286865893,1.0,0.999,0.016
5492.116483887789,1.0,0.999,0.016
5542.985515684669,1.0,0.999,0.016
5594.325706169378,1.0,0.999,0.016
5646.141419303667,1.0,0.999,0.016
5698.437059469142,1.0,0.999,0.017
5751.217071841614,1.0,0.999,0.017
5804.485942768978,1.0,0.999,0.017
5858.248200152536,1.0,0.999,0.017
5912.508413831875,1.0,0.999,0.017
5967.271195973317,1.0,0.999,0.017
6022.541201461928,1.0,0.999,0.018
6078.32312829723,1.0,0.999,0.018
6134.621717992506,1.0,0.999,0.018
6191.441755977841,1.0,0.999,0.018
6248.788072006894,1.0,0.999,0.018
6306.6655405674055,1.0,0.999,0.018
6365.079081295571,1.0,0.999,0.018
6424.033659394191,1.0,0.999,0.018
6483.534286054721,1.0,0.999,0.018
6543.586018883236,1.0,0.999,0.018
6604.193962330305,1.0,0.999,0.018
6665.363268124914,1.0,0.999,0.018
6727.099135712337,1.0,0.999,0.018
6789.406812696106,1.0,0.999,0.018
6852.291595284064,1.0,0.999,0.018
6915.758828738525,1.0,0.999,0.019
6979.81390783066,1.0,0.999,0.019
7044.462277299037,1.0,0.999,0.019
7109.709432312431,1.0,0.999,0.019
7175.560918936929,1.0,0.999,0.02
7242.022334607315,1.0,0.999,0.022
7309.099328602911,1.0,0.999,0.022
7376.79760252773,1.0,0.999,0.022
7445.122910795136,1.0,0.999,0.024
7514.08106111697,1.0,0.999,0.024
7583.677914997191,1.0,0.999,0.024
7653.919388230148,1.0,0.999,0.024
7724.8114514034005,1.0,0.999,0.024
7796.360130405229,1.0,0.999,0.024
7868.571506936852,1.0,0.999,0.024
7941.45171902934,1.0,0.999,0.025
8015.006961565405,1.0,0.999,0.025
8089.243486805938,1.0,0.999,0.026
8164.167604921464,1.0,0.999,0.027
8239.78568452852,1.0,0.999,0.027
8316.104153230961,1.0,0.999,0.028
8393.129498166365,1.0,0.999,0.028
8470.868266557402,1.0,0.999,0.029
8549.327066268375,1.0,0.999,0.029
8628.512566366895,1.0,0.999,0.029
8708.431497690724,1.0,0.999,0.029
8789.090653419955,1.0,0.999,0.03
8870.496889654403,1.0,0.999,0.03
8952.657125996391,1.0,0.999,0.03
9035.57834613893,1.0,0.999,0.03
9119.267598459299,1.0,0.999,0.03
9203.73199661822,1.0,0.999,0.032
9288.978720164498,1.0,0.999,0.032
9375.015015145289,1.0,0.999,0.033
9461.848194722003,1.0,0.999,0.033
9549.485639791967,1.0,0.999,0.033
9637.934799615785,1.0,0.999,0.033
9727.203192450537,1.0,0.999,0.034
9817.29840618884,1.0,0.999,0.034
9908.228099003798,1.0,0.999,0.034
10000.0,1.0,0.999,0.034
